resort_id,point_longitude,point_latitude,point_municipality_bfs_id,point_municipality_name,point_municipality_canton,boundary_reference_year,selection_status,current_polygon_candidates,relationship_type,assignment_method,assignment_confidence,tourism_exposure_interpretation,bfs_hotel_universe,bfs_hotel_municipality_name,hotel_panel_name_present,source_id,query_source_id,source_sha256
splugen_rheinwald,9.314003,46.530701,3714,Rheinwald,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Rheinwald,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_8d1657b0cdc1,bd486cd49363347d04724e563234d6852b3c4560b0bedc460bf1d4a59856aba5
springenboden_diemtigtal,7.572842,46.617905,762,Diemtigen,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Diemtigen,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_bd5a101b8d0f,0aee72a9fa4bba2bb0218858c5f5ac4a516a732743820f90fb33f460dc7765a7
st_cergue,6.150305,46.444289,5727,Saint-Cergue,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_dda9651a804f,0e937a8a0b81548b953e35664d056ee29617e0e902e5d92816cabef4498ee9d5
st_luc_chandolin,7.614641,46.237981,6252,Anniviers,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Anniviers,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_e1b0181373bb,6d72b74c8471209f1140bc5721f98e58148b9df9c0b602ff36855391b16b7a43
staldenried_gspon,7.889643,46.229491,6294,Staldenried,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_3b5d78c1c8a0,75e5b2065384a2f358c71716ccddc0b7439235c0c540072c2b80774a0328db1e
steg_im_tosstal,8.936402,47.343247,114,Fischenthal,ZH,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_1be02b7f2d0d,c092266d4235fb36cd43d4fd0392d17178bfaea09ca587bdcad2e9f279a71919
steig_baretswill_steig_baretswil,8.859047,47.340218,111,Bäretswil,ZH,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_69154cf98ef6,a611aa3b8088169e8e20a86dfe4183f68f7ad27723aae7d8cfef88287abb655d
sternenberg,8.912187,47.386108,297,Bauma,ZH,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_75d76eb13319,6dee41c870777f9e21e1caa2fa28eafe1082ec7ee048c438d1c64558541b50b0
stoos,8.658514,46.977851,1366,Morschach,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Morschach,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_b8e3757a7fd8,8e2bc592d198838067b65f21bbc5eb84707b37226f71e70eb5bcd0b351852d3c
survih_samedan,9.862564,46.528848,3786,Samedan,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Samedan,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_94590f3282c9,1d1a338cf310491b6f4965c40873e6a0a3487c5302b61d9211ef8d609df5d623
tannenberg_skiarena_tannenberg_waldkirch,9.302073,47.453682,3444,Waldkirch,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_dd93b1a81312,9dc42007b24e272b7ca24445f9413166384372bc3b4e1a29ebd1a4fbde845d35
tanzboden_ebnat_kappel,9.109672,47.24695,3352,Ebnat-Kappel,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c9484a16e4f5,a7580ca9477c1767957c7e5a5be7467d62458a3b224386575534a8eb050e1133
tenna,9.341305,46.751383,3672,Safiental,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_72a803c47b75,ff05bc6a1ed0255883192d9300571baa1ae2c00959f69b6a1752be4d46299a17
thyon_4_vallees,7.379164,46.177914,6089,Vex,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c1ba6d2b9f44,214db0b35d7b9cf8412fd6c0eacabc2f155bc0e9301f4571889c42ff722ea41e
toggenburg_chaserrugg_alt_st_johann_unterwasser,9.311752,47.176269,3359,Wildhaus-Alt St. Johann,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Wildhaus-Alt St. Johann,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c76016e319ec,9692c3fb5129f477058cc47873ee0619b0a07d5b2f0ba820557c29ae84728d7f
toggenburg_wildhaus,9.341204,47.179207,3273,Grabs,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_bbf28fd718d3,630bc7eb898eb9b0c686529cd0035c0e5d375aebcdf9b54de802c149771af35a
torgon_portes_du_soleil,6.866755,46.313146,6158,Vionnaz,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_69e5d981aa54,d78093fc6ce77b0fe86669f7970f85e93f2bdd5347e7467b80284642d270f33b
tramelan,7.085334,47.20954,437,Mont-Tramelan,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_c46712cdc6ee,28fd4ac727446a499ff5e3a5e1327341af3ca310778547c4b363abb14c3c0487
trelasse_la_trelasse,6.105243,46.451521,5727,Saint-Cergue,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_0e29e51097df,0e937a8a0b81548b953e35664d056ee29617e0e902e5d92816cabef4498ee9d5
tristeli_st_margarethenberg,9.507916,46.980926,3294,Pfäfers,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_443cdaaaeebf,fd6196849e44b9bf78dbb71c54e56a0f350486673dcef03d21c7d998398f8c54
tschappina_tschappina_urmein_heinzenberg,9.362669,46.694844,3669,Tschappina,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_9f47cf2a6133,db0f1dcfb48446a014d2615cf73d94b6375e0b9135306c7107b5d0a1d2ed6ce0
tschiertschen,9.589434,46.803827,3901,Chur,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Chur,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_1a51fef2d82e,8d6e21f0da7e8052f4187492b0ae734a7dd24d28dd8df7f523e4c47d551ca736
unterbach_brandalp,7.78759,46.26997,6201,Unterbäch,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_96ad552f8289,12be9388a8459a4818d181bac2a4a8455adefb956c8610c1e355915930aeab1c
val_ferret_la_fouly,7.103475,45.930617,6034,Orsières,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Orsières,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_17f0a177ad3c,052ae0e3e33a6f0e8d458e610f43eece62cae7bbcee84618f3a8df3d5abaaee2
vallee_de_joux,6.247745,46.594702,5872,Le Chenit,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Le Chenit,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_870299307027,caac2dfa5ac68fb997a0d691b3839fb7cd116b04dd09c1e370ea78e68aec74c5
vals,9.144316,46.605229,3603,Vals,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Vals,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_62c4b231012c,d84a33020f761e3ddd9bcc28936cb75f9e100923c6b44810dc4153ff86304f53
valtgeva_druni_kidsarena_sedrun,8.766299,46.681679,3986,Tujetsch,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Tujetsch,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_25b0d96d7aad,c6e3f4b6e5d7fd3b5698ad48948f2d5a126e0b156afa714eb45002b9164bdc02
verbier_4_vallees,7.274752,46.09746,6037,Val de Bagnes,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Val de Bagnes,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_525be56a2e59,179eb6c3db094a98a2c034354ed9ac6d00a245caf1ebdc99ce98929f04c911fc
vercorin,7.528897,46.238277,6232,Chalais,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_d8618ae7317a,58c28089ecd5fa193837e45a8659353c4d7f3c5d5e7700a73d20630375435595
veysonnaz_4_vallees,7.354145,46.188209,6024,Nendaz,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Nendaz,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_6dba6783caac,828d982273b9ad2ad93b1a0008e85bb8d9cf52f3b3a5a33d70714ce9035a00e2
vicheres_liddes_vicheres,7.155556,45.989445,6033,Liddes,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_26e17ce037f4,7a66285ff6f14c94df660f11b2153a1e3156de7fe1fbc893f5522d755c0ed45e
villars_gryon_villars_gryon_les_diablerets,7.064209,46.321504,5409,Ollon,VD,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Ollon,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4b012307fc34,8cfef4b62ca1a1d157fc48313f1fb767874acd79f2786db82025803d95862760
visperterminen,7.902603,46.259111,6298,Visperterminen,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_41ec2bd5245c,fe6c2ce314c5272428484efa74f93acefcf2dbf6a8edb73f77a027f0a3fa2408
vogelinsegg_speicher,9.43485,47.415607,3023,Speicher,AR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_1221a60cee82,30deaee9d85d34d19e1cd9eeeaf1b3cf3a9d40edfeb66083e0371170146375e3
wagital_vorderthal,8.893122,47.124317,1348,Vorderthal,SZ,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_e1f207b1ed75,3562198193c26882bb40d1199003e688c2b8d1ea1d77c4677ff2b653abc0b022
wengen_jungfrau_ski_region_grindelwald_wengen,7.942171,46.612658,576,Grindelwald,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Grindelwald,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_238475365d5c,a3385c3375b01a7ab0b778c4b61b62d01298cc26ed0d8c99bebd68ac755b23e8
wiriehorn_diemtigtal,7.530742,46.594923,762,Diemtigen,BE,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Diemtigen,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_8a9055534603,0aee72a9fa4bba2bb0218858c5f5ac4a516a732743820f90fb33f460dc7765a7
wolzenalp_krummenau,9.161954,47.234402,3360,Nesslau,SG,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_4a6401e7ec8c,4f10881a8da9f1b1a75d844eb2bf09ec1c90af0a5589448d8e29b385baf080a3
zermatt,7.770081,46.017112,6300,Zermatt,VS,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,True,Zermatt,True,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_347f5081f496,c7b1410ef9de7e71a59feb9bce93f67fa6aea915f73e7027be215ab0b09881b7
zuoz,9.949408,46.611125,3791,Zuoz,GR,2026,unique_current_polygon,1,coordinate_container_only,geo.admin.ch point identify,high_for_coordinate_container_only,not_established,False,,False,GEOADMIN_MUNICIPALITY_IDENTIFY,GEO_POINT_cf374851ff64,9e236c24d3574e3f4bc97bcb899e6704fefb23af240cac14ab3752254f847857
